name,platform,release_era,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Fab 5 Soccer,DS,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,Others,E
Destiny Links,DS,post-2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Egg Mania: Eggstreme Madness,XB,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,58.0,7.0,7.833333333333333,33.666666666666664,Others,E
Pro Angler Moves,PS3,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,Others,E
WRC: FIA World Rally Championship,PC,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,65.0,7.0,7.3999999999999995,7.666666666666667,Others,RP
Sakura Sakura: Haru Urara,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Rocksmith 2014 Edition Remastered,Others,post-2010,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Ubisoft,T
Uta no * Prince-Sama: Sweet Serenade,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Higurashi no Naku Koro ni Iki,PS3,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Road Trip: Shifting Gears,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,72.0,14.666666666666666,7.6,5.0,Others,E
Rewrite,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Darksiders: Warmastered Edition,Others,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0,Others,M
Major Dream: Major Wii Nagero! Gyroball!!,Wii,post-2010,Sports,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
"Iza, Shutsujin! Koisen",PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Grand Theft Auto III,PC,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,93.0,20.0,8.4,805.0,Others,M
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Grooverider: Slot Car Thunder,XB,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,45.0,9.0,7.3,8.0,Others,E
Super PickUps,Wii,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
Bakumatsu Koihana: Shinsengumi DS,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Digger Simulator,PC,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Miyako: Awayuki no Utage,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
LifeSigns: Surgical Unit,DS,post-2010,Simulation,Others,0.01,0.01,0.0,0.0,0.01,61.0,17.0,7.8,5.0,Others,T
Konami Classics Vol. 2,X360,post-2010,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Konami,E10+
The Technomancer,PC,post-2010,Role-Playing,Others,0.0,0.01,0.0,0.0,0.01,56.0,34.0,6.8,149.0,Others,M
Football Manager Live,PC,post-2010,Sports,Sega,0.0,0.01,0.0,0.0,0.01,82.0,23.0,3.1,45.0,Others,missing
Aeon Flux,XB,post-2010,Action,THQ,0.01,0.0,0.0,0.0,0.01,69.0,27.0,3.0,4.0,Others,T
Marginal #4: Idol of Supernova,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,post-2010,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Kana: Imouto,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Rock N' Roll Racing,Others,pre_2000s,Racing,Others,0.0,0.0,0.01,0.0,0.01,82.66666666666667,20.0,7.733333333333333,883.3333333333334,missing,missing
Impossible Creatures,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,72.0,30.0,8.0,39.0,Others,T
Serious Sam II,PC,post-2010,Shooter,Others,0.0,0.01,0.0,0.0,0.01,74.0,31.0,7.0,152.0,Others,M
Football Academy,DS,post-2010,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
GoGo's Crazy Bones,DS,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,Others,E
Norn + Nonette: Last Era,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Nodame Cantabile,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Games Around the World,DS,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E10+
Hitotsu Tobashi Renai V,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Blitzkrieg 2 Anthology,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,Others,missing
DoDonPachi Saidaioujou,X360,post-2010,Shooter,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Last Escort: Club Katze,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Fuuraiki 3,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Phantasy Star Online 2 Episode 4: Deluxe Package,Others,post-2010,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,86.0,71.66666666666667,7.8999999999999995,1348.3333333333333,missing,missing
1/2 Summer +,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Winning Post 7 Maximum 2008,PS3,post-2010,Sports,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
SBK09 Superbike World Championship,PS3,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Tears to Tiara: Kakan no Daichi Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Ninja Gaiden Sigma 2,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
UEFA Champions League 2006-2007,PSP,post-2010,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.01,71.0,14.0,8.0,5.333333333333333,EA Canada,E
Monster Rancher Advance 2,Others,post-2010,Simulation,Others,0.01,0.0,0.0,0.0,0.01,79.0,5.0,9.4,9.0,Others,E
Big Hero 6: Battle in the Bay,Others,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Dr. Slump & Arale-Chan,DS,post-2010,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Madden NFL 13,PS3,post-2010,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,83.0,22.0,5.5,101.0,EA Tiburon,E
Umineko no Naku Koro ni Portable 1,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Festa!! Hyper Girls Party,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Geten no Hana: Yume Akari,PSP,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Vanark,PS,pre_2000s,Shooter,Others,0.01,0.01,0.0,0.0,0.01,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Game Book DS: Sword World 2.0,DS,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
WTA Tour Tennis,XB,post-2010,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,91.66666666666667,50.666666666666664,8.6,434.6666666666667,Konami,E
Fernbus Simulator,PC,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Others,missing
Furious Karting,XB,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,63.0,17.0,7.933333333333334,22.333333333333332,Others,T
IL-2 Sturmovik,PC,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0,Others,T
NHL 16,PS3,post-2010,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Pet Shop Monogatari DS 2,DS,post-2010,Simulation,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Monkey Madness: Island Escape,DS,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E10+
Chokkan! Asonde Relaxuma,DS,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Hot Wheels: Stunt Track Challenge / World Race,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Minna no Conveni,DS,post-2010,Simulation,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Accel World: Kasoku no Chouten,PSP,post-2010,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Azure Striker Gunvolt: Striker Pack,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Others,T
SoulCalibur Legends (JP sales),Wii,post-2010,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Theatre Of War,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0,Others,T
Izumo 2,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Entaku no Seito: Students of Round,X360,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Bratz: Forever Diamondz,PS2,post-2010,Adventure,THQ,0.01,0.01,0.0,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,Others,E
Smiley World: Island Challenge,DS,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Isshoni Gohan. Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Hanayamata: Yosakoi Live,Others,post-2010,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Malice,XB,post-2010,Platform,Others,0.01,0.0,0.0,0.0,0.01,48.0,16.0,7.966666666666666,10.0,Others,T
htoL#NiQ: The Firefly Diary,Others,post-2010,Platform,Others,0.0,0.0,0.01,0.0,0.01,58.0,16.0,7.7,23.0,Others,T
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Virtua Tennis 3,PC,post-2010,Sports,Sega,0.0,0.01,0.0,0.0,0.01,57.0,7.0,7.4,17.0,Others,E
Wallace & Gromit: Curse of the Were-Rabbit,XB,post-2010,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Worms: WMD,Others,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,75.0,24.0,8.1,7.0,Others,E10+
Ouka Sengoku Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Shepherd's Crossing,PSP,post-2010,Simulation,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
The Book of Unwritten Tales 2,Others,post-2010,Adventure,Others,0.0,0.01,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Others,T
Dark Parables: The Exiled Prince,PC,post-2010,Puzzle,Others,0.0,0.01,0.0,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,Others,E10+
Tactics Layer: Ritina Guard Senki,DS,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Hyakka Yakou,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
San-X Character Channel: All-Star Daishuugou!,DS,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Fuun Shinsengumi Bakumatsuden Portable,PSP,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Doki-Doki Universe,Others,post-2010,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,7.0,5.7,16.0,Others,E10+
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,post-2010,Sports,Sega,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Rozen Maiden: Gebetgarten,PS2,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Homeworld Remastered Collection,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0,Others,E10+
Princess Arthur,PSP,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Brain Exercise With Dr. Kawashima,PC,post-2010,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Sherlock Holmes: The Devil's Daughter,PC,post-2010,Adventure,Others,0.0,0.01,0.0,0.0,0.01,65.0,18.0,7.3,72.0,Others,T
Sakura-Sou no Pet na Kanojo,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Toro to Morimori,PS3,post-2010,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Tantei Jinguuji Saburo: Hai to Diamond,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Satisfashion,Wii,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E
Truck Racer,Wii,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Metal Slug Anthology,PS2,post-2010,Shooter,Others,0.0,0.0,0.01,0.0,0.01,80.0,20.0,8.1,16.0,Others,T
Shorts,DS,post-2010,Platform,Others,0.01,0.0,0.0,0.0,0.01,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,Others,E10+
K-1 Grand Prix,PS,pre_2000s,Fighting,Others,0.01,0.01,0.0,0.0,0.01,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Rave Master: Special Attack Force!,Others,post-2010,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,56.0,9.0,7.833333333333333,33.666666666666664,Others,T
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Casper,Others,post-2010,Adventure,Others,0.01,0.0,0.0,0.0,0.01,91.66666666666667,50.666666666666664,8.6,434.6666666666667,missing,missing
AKB1/48: Idol to Guam de Koishitara...,X360,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Adventure Time: The Secret of the Nameless ,X360,post-2010,Adventure,Others,0.01,0.0,0.0,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Football Manager 2005,PC,post-2010,Sports,Sega,0.0,0.01,0.0,0.0,0.01,88.66666666666667,64.33333333333333,8.700000000000001,664.0,missing,missing
Hakuoki: Reimeiroku DS,DS,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
BattleForge,PC,post-2010,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,75.0,37.0,7.0,112.0,Others,T
Turbo Trainz,Wii,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Ro-Kyu-Bu! Secret Photo Op,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Barbie and Her Sisters Puppy Rescue,Others,post-2010,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,67.0,9.666666666666666,2.8,11.0,Others,E
Caladrius,X360,post-2010,Shooter,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,Others,T
Duel Love: Koisuru Otome wa Shouri no Megami,DS,post-2010,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Super Robot Monkey Team: Game Boy Advance Video Volume 1,Others,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Freekstyle,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,65.0,7.0,7.933333333333334,22.333333333333332,Others,E
Mystery Legends: Beauty and the Beast,PC,post-2010,Puzzle,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,Others,E10+
Tomoyo After: It's a Wonderful Life CS Edition,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Groovin' Blocks,Wii,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,75.0,13.0,8.5,6.0,Others,E
Aa Megami-samaa,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Rail Simulator,PC,post-2010,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,72.0,13.0,6.9,24.0,Others,E
Banjo-Kazooie,X360,post-2010,Platform,Others,0.0,0.01,0.0,0.0,0.01,77.0,17.0,8.2,70.0,Others,E
Monster High: New Ghoul in School,Wii,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,Others,E
Bakumatsu Rock,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Prototype: Biohazard Bundle,Others,post-2010,Action,Activision,0.01,0.0,0.0,0.0,0.01,56.0,4.0,3.1,14.0,Others,M
Far East of Eden II: Manji Maru,DS,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Family Jockey,Wii,post-2010,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Spider-Man: Friend or Foe,PC,post-2010,Action,Activision,0.01,0.0,0.0,0.0,0.01,57.0,9.0,5.3,11.0,Others,E10+
Thunder Alley,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,23.0,4.0,7.966666666666666,10.0,Others,E
Resistance Dual Pack,PS3,post-2010,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,Others,M
BlazBlue: Calamity Trigger,PC,post-2010,Fighting,Others,0.0,0.01,0.0,0.0,0.01,70.0,9.0,8.7,26.0,Others,T
Nyaruko-San: Nafushigatai Game no You na Mono,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Agatha Christie's The ABC Murders,Others,post-2010,Adventure,Others,0.01,0.0,0.0,0.0,0.01,66.0,7.0,7.5,8.0,Others,missing
Samurai Warriors: Sanada Maru,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Sengoku Basara 2 Heroes,Wii,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Victory Spike,PS,pre_2000s,Sports,Others,0.0,0.0,0.01,0.0,0.01,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Harry Potter and the Chamber of Secrets,PC,post-2010,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01,77.0,8.0,8.4,93.0,Others,E
Double Sequence: The Q-Virus Invasion,DS,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,37.0,4.0,8.200000000000001,22.0,Others,E
Brothers in Arms: Furious 4,X360,post-2010,Shooter,Others,0.01,0.0,0.0,0.0,0.01,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,Others,M
MXGP 2,PC,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Order Up!!,Others,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Marvel: Ultimate Alliance,PC,post-2010,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,82.0,22.0,8.0,52.0,Others,T
Dance with Devils,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Battle Worlds: Kronos,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,71.0,15.0,7.1,71.0,Others,missing
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Kao the Kangaroo,Others,post-2010,Platform,Others,0.01,0.0,0.0,0.0,0.01,52.0,8.0,6.333333333333333,7.333333333333333,Others,E
Jewel Quest II,PC,post-2010,Puzzle,Others,0.0,0.01,0.0,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,Others,E
Builder's Block,PS,pre_2000s,Strategy,Others,0.01,0.0,0.0,0.0,0.01,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
